1000003983,1
1000013274,2
1000010734,2
1000012887,2
1000009486,2
1000011697,3
1000015695,1
1000020439,1
1000019304,4
1000018650,2
1000007216,2
1000008228,2
1000009289,2
1000015981,4
1000000264,4
1000009827,3
1000008757,4
1000011263,4
1000000576,4
1000016896,4
1000003514,3
1000000265,4
1000000266,4
1000010253,4
1000005714,4
1000006738,4
1000001026,4
1000007654,4
1000000832,4
1000002160,4
1000000833,4
1000017054,4
1000008750,5
1000012941,1
1000002161,4
1000019017,4
1000002162,4
1000008177,4
1000000834,4
1000020366,4
1000002678,4
1000000267,4
1000002163,4
1000000268,4
1000000269,4
1000000270,4
1000002639,4
1000005603,4
1000000271,4
1000007585,4
1000020044,4
1000018302,4
1000007330,4
1000002663,4
1000004656,4
1000004983,4
1000008178,4
1000001445,4
1000007733,5
1000002679,4
1000008758,4
1000000001,4
1000011038,4
1000007294,4
1000002731,4
1000009195,4
1000017248,4
1000016137,4
1000011869,5
1000000835,4
1000007771,2
1000013143,4
1000012388,4
1000010429,4
1000011016,4
1000008759,4
1000002664,4
1000005501,4
1000009015,2
1000007808,2
1000019466,4
1000004311,4
1000000272,4
1000013372,4
1000013427,4
1000008372,4
1000010172,4
1000007979,4
1000000502,4
1000009558,4
1000002873,4
1000000273,4
1000014866,2
1000015782,6
1000014107,5
1000001328,4
1000002510,6
1000011919,4
1000014979,4
1000007070,3
1000018840,6
1000010846,1
1000013225,2
1000014023,2
1000002565,4
1000003822,4
1000002164,4
1000005604,4
1000006123,1
1000002165,4
1000011888,4
1000014967,2
1000013809,1
1000016362,2
1000007457,1
1000008811,4
1000007607,4
1000011131,6
1000004953,2
1000017519,6
1000014024,2
1000000836,4
1000019036,4
1000016773,4
1000016396,2
1000015109,4
1000015674,4
1000014025,2
1000009487,2
1000015924,2
1000000274,4
1000019683,2
1000009372,7
1000009771,4
1000015936,4
1000004063,4
1000003002,6
1000006428,4
1000018121,2
1000018200,1
1000016828,6
1000011397,1
1000020548,1
1000019105,1
1000012298,4
1000013328,1
1000007295,4
1000020243,2
1000020084,4
1000009809,2
1000011920,4
1000012578,2
1000005845,5
1000014294,7
1000010379,1
1000008719,4
1000000002,4
1000016585,3
1000011398,1
1000010190,1
1000004064,6
1000007515,5
1000019640,5
1000000837,4
1000005733,4
1000007586,4
1000007107,4
1000008760,4
1000012299,4
1000004556,1
1000018052,1
1000004211,4
1000009772,4
1000004657,4
1000002732,4
1000015080,2
1000006668,4
1000013048,4
1000019467,2
1000014056,1
1000003823,4
1000019256,4
1000013772,6
1000003079,4
1000012300,4
1000010530,4
1000012354,1
1000001096,4
1000001518,4
1000003877,1
1000014308,1
1000016515,1
1000012733,3
1000018390,4
1000001724,4
1000011399,1
1000008179,4
1000013478,4
1000018022,1
1000011400,1
1000007262,4
1000007331,4
1000019889,6
1000001027,4
1000009773,4
1000008445,1
1000001922,2
1000000003,4
1000019572,6
1000013825,5
1000008761,4
1000012324,4
1000015293,4
1000004226,4
1000003277,1
1000005715,4
1000020213,2
1000017127,1
1000020309,4
1000011688,2
1000009719,1
1000002665,4
1000006395,1
1000000838,4
1000006807,3
1000014416,3
1000011925,1
1000018335,1
1000013329,1
1000009691,7
1000017834,1
1000015696,1
1000011401,1
1000014775,2
1000013524,2
1000011277,3
1000018841,1
1000011926,1
1000013144,4
1000014958,2
1000000004,4
1000018336,1
1000011811,5
1000018304,1
1000012579,2
1000004339,1
1000002098,6
1000016641,6
1000020450,1
1000019286,2
1000007332,4
1000004212,4
1000002666,4
1000017882,6
1000014500,6
1000007980,6
1000004802,4
1000000503,4
1000005502,4
1000008713,4
1000006874,4
1000020352,2
1000017634,4
1000000005,4
1000020555,6
1000002640,4
1000006920,1
1000010394,2
1000016899,4
1000010191,1
1000019521,2
1000012326,4
1000006523,4
1000008668,2
1000014295,2
1000006429,4
1000019151,6
1000003003,6
1000013363,3
1000012991,4
1000012992,4
1000008180,4
1000003679,4
1000011927,1
1000006430,4
1000009574,6
1000016087,1
1000005789,2
1000016187,2
1000002050,6
1000012106,3
1000009252,4
1000003878,7
1000020183,1
1000003680,4
1000011610,6
1000010876,1
1000005317,5
1000003984,4
1000015452,2
1000012681,4
1000016489,4
1000012301,4
1000013040,2
1000002874,4
1000012121,1
1000001725,4
1000008920,1
1000018404,1
1000001711,4
1000006124,1
1000014274,2
1000014344,3
1000004065,4
1000012441,1
1000008446,1
1000011175,4
1000012179,4
1000012682,4
1000016573,4
1000020100,1
1000007655,4
1000015697,1
1000011834,2
1000017694,4
1000012302,4
1000016592,4
1000006490,4
1000014350,4
1000014191,2
1000019307,2
1000009575,6
1000004312,4
1000010660,2
1000002166,4
1000012019,4
1000009016,2
1000002511,4
1000012180,4
1000001329,4
1000014367,4
1000008762,7
1000020179,6
1000008848,4
1000010531,4
1000016204,4
1000006921,4
1000008887,1
1000008251,1
1000007656,4
1000018334,3
1000001570,3
1000012839,4
1000006830,2
1000016631,4
1000003369,7
1000008181,4
1000020262,6
1000007981,4
1000001771,6
1000015294,4
1000009616,1
1000017854,3
1000004340,1
1000014161,2
1000018049,1
1000015127,4
1000017110,6
1000003125,2
1000006682,6
1000013483,4
1000004066,6
1000005605,4
1000015698,1
1000003681,4
1000013113,5
1000002680,4
1000005545,3
1000015039,4
1000003278,1
1000000645,4
1000005606,4
1000003114,4
1000007237,4
1000016600,3
1000001519,4
1000015254,2
1000009559,3
1000013539,1
1000000148,2
1000011578,5
1000018777,2
1000018392,2
1000019073,1
1000006431,4
1000016001,4
1000005093,8
1000005093,3
1000006125,1
1000013566,2
1000015246,2
1000009239,5
1000011462,2
1000018384,2
1000007238,4
1000015834,5
1000003879,7
1000020411,2
1000016095,1
1000001446,4
1000006126,6
1000016574,4
1000010132,7
1000016363,2
1000016188,1
